37,2021,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
38,2021,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
39,2021,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
40,2021,Mains,GS-III,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
41,2021,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
42,2022,Prelims,GS-I,False,True,False,False,False,unknown,100.0,,,,,unknown,UNVERIFIED
43,2022,Prelims,GS-II,False,True,False,False,False,unknown,UNVERIFIED
44,2022,Mains,Essay,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
45,2022,Mains,GS-I,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
46,2022,Mains,GS-II,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
47,2022,Mains,GS-III,False,True,False,False,False,unknown,,,,,,unknown,UNVERIFIED
48,2022,Mains,GS-IV,True,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
49,2023,Prelims,GS-I,True,True,False,True,False,unknown,100.0,,,,,unknown,UNVERIFIED
50,2023,Prelims,GS-II,False,True,False,False,False,unknown,UNVERIFIED
51,2023,Mains,Essay,False,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
52,2023,Mains,GS-I,False,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
53,2023,Mains,GS-II,False,True,False,False,False,unknown,,,,,,unknown,UNVERIFIED
54,2023,Mains,GS-III,False,True,False,True,False,unknown,,,,,,unknown,UNVERIFIED
55,2023,Mains,GS-IV,False,True,False,False,False,unknown,,,,,,unknown,UNVERIFIED
56,2024,Prelims,GS-I,False,True,False,False,False,unknown,UNVERIFIED
57,2024,Prelims,GS-II,False,True,False,False,False,unknown,UNVERIFIED
58,2024,Mains,Essay,False,True,False,False,False,unknown,UNVERIFIED
59,2024,Mains,GS-I,False,True,False,False,False,unknown,UNVERIFIED
60,2024,Mains,GS-II,False,True,False,False,False,unknown,UNVERIFIED
61,2024,Mains,GS-III,False,True,False,False,False,unknown,UNVERIFIED
62,2024,Mains,GS-IV,False,True,False,False,False,unknown,UNVERIFIED
63,2025,Prelims,GS-I,True,True,False,False,False,unknown,100.0,,,,,unknown,UNVERIFIED
64,2025,Prelims,GS-II,True,True,False,False,False,unknown,UNVERIFIED
65,2025,Mains,Essay,False,True,False,False,False,unknown,UNVERIFIED
66,2025,Mains,GS-I,True,True,False,False,False,unknown,UNVERIFIED
67,2025,Mains,GS-II,True,True,False,False,False,unknown,UNVERIFIED
68,2025,Mains,GS-III,False,True,False,False,False,unknown,UNVERIFIED
69,2025,Mains,GS-IV,False,True,False,False,False,unknown,UNVERIFIED
70,2026,Prelims,GS-I,True,True,True,True,False,true,100.0,,,,,unknown,False,True,PARTIAL
71,2026,Prelims,GS-II,True,True,True,True,False,true,80.0,,,,,unknown,False,True,PARTIAL
